smartphone_brand,target_title,target_url,target_price,target_star_text,quantity_bought_mouth,quantity_bought_mouth_level,target_price_price,target_price_unit,target_star_text_average,target_star_text_max
Motorola,"Motorola Moto G82 5G Single SIM | 6GB RAM + 128GB Internal Storage | Stereo Speakers W/Dolby Atmos | 50MP OIS Main Camera | 6.6"" OLED 120Hz Display | GSM Only NO CDMA| International Version - (White)",https://www.amazon.com/-/zh_TW/XT-2225-1/dp/B0B3ZGN6P2/ref=sr_1_21?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759716&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-21,US$208.00,4.4 顆星，最高 5 顆星,,0,208.0,US,4.4,5.0
Motorola,Motorola AT&T XT2163-7 Moto G Go 4G 32GB 6.5 吋預付智慧型手機手機 - 電信業者鎖定至 AT&T,https://www.amazon.com/-/zh_TW/Motorola-XT2163-7-Moto-32GB-%E5%90%8B%E9%A0%90%E4%BB%98%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F%E6%89%8B%E6%A9%9F/dp/B0BN2YGPFM/ref=sr_1_22?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759716&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-22,US$69.95,4.2 顆星，最高 5 顆星,過去一個月有50個以上顧客購買,50,69.95,US,4.2,5.0
Motorola,"Motorola One Vision XT1970-2 解鎖 GSM 手機,附雙 48MP 和 5MP 相機 - 古銅漸變",https://www.amazon.com/-/zh_TW/Motorola-One-Vision-XT1970-2-48MP/dp/B07VCGPX6F/ref=sr_1_23?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759716&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-23,US$111.00,4.2 顆星，最高 5 顆星,,0,111.0,US,4.2,5.0
Motorola,Motorola Moto G Stylus 2022 (128GB、4GB、4G LTE) 7 吋 FHD+、50MP 四鏡頭相機、Android 11 (完全解鎖 Verizon、AT&T、T-Mobile、Global) XT2211-2 (含 256GB SD 卡、暮光藍),https://www.amazon.com/-/zh_TW/128GB%E3%80%814GB%E3%80%814G-%E5%9B%9B%E9%8F%A1%E9%A0%AD%E7%9B%B8%E6%A9%9F%E3%80%81Android-Verizon%E3%80%81AT-T%E3%80%81T-Mobile%E3%80%81Global-XT2211-2/dp/B0CDF9KRG5/ref=sr_1_24?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759716&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-24,US$152.95,4.0 顆星，最高 5 顆星,,0,152.95,US,4.0,5.0
Motorola,Motorola One Ace | 2021 | 2 天電池 | 解鎖 | 專為美國 4/64GB | 48MP 相機 | 火山灰,https://www.amazon.com/-/zh_TW/Motorola-2021-%E5%B0%88%E7%82%BA%E7%BE%8E%E5%9C%8B-64GB-48MP/dp/B0C5BMB1WB/ref=sr_1_25?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-25,US$227.99,3.9 顆星，最高 5 顆星,過去一個月有100個以上顧客購買,100,227.99,US,3.9,5.0
Motorola,Motorola Moto G13 4G LTE 128GB + 4GB GSM 全球解鎖 | 50MP 三重相機 | 5000 mAh - 藍色,https://www.amazon.com/-/zh_TW/Motorola-Moto-G13-128GB-%E5%85%A8%E7%90%83%E8%A7%A3%E9%8E%96/dp/B0BYC48W11/ref=sr_1_26?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-26,US$135.00,3.8 顆星，最高 5 顆星,,0,135.0,US,3.8,5.0
Motorola,"Motorola razr+ | 2023 | 解鎖 | 專為美國 8/256 | 32 MPCamera |洋紅色,73.95x170.83x6.99 公釐",https://www.amazon.com/-/zh_TW/Motorola-razr-2023-MPCamera-73-95x170-83x6-99/dp/B0C2X3SVK6/ref=sr_1_27?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-27,,4.2 顆星，最高 5 顆星,過去一個月有200個以上顧客購買,200,,,4.2,5.0
Motorola,Motorola Moto G Power | 2021 | 3 日電池 | 解鎖版 | 美國製造,https://www.amazon.com/-/zh_TW/Motorola-Moto-Power-2021-%E7%BE%8E%E5%9C%8B%E8%A3%BD%E9%80%A0/dp/B08NWBY8YJ/ref=sr_1_28?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-28,US$229.99,4.2 顆星，最高 5 顆星,,0,229.99,US,4.2,5.0
Motorola,Motorola Moto E13 Dual SIM 64GB ROM + 2GB RAM Factory Unlocked 4G Smartphone (Cosmic Black) - International Version,https://www.amazon.com/-/zh_TW/dp/B0C1HNJBMP/ref=sr_1_29?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-29,US$94.49,3.4 顆星，最高 5 顆星,,0,94.49,US,3.4,5.0
Motorola,Verizon Wireless - Motorola Moto E (2020) 32GB 6.2 吋 Max Vision 顯示器 - 預付智慧型手機,https://www.amazon.com/-/zh_TW/Verizon-Wireless-Motorola-Vision-%E9%A0%90%E4%BB%98%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F/dp/B0985JTJD8/ref=sr_1_30?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-30,US$104.00,4.2 顆星，最高 5 顆星,,0,104.0,US,4.2,5.0
Motorola,"Motorola Moto G Stylus 5G 2021 (128GB、4GB) 7 吋 FHD+、48MP 四鏡頭相機(適用於 AT&T、T-Mobile、Verizon、Global)XT2131-1(256GB SD 捆綁包,宇宙綠寶石)",https://www.amazon.com/-/zh_TW/Motorola-Stylus-128GB%E3%80%814GB-T%E3%80%81T-Mobile%E3%80%81Verizon%E3%80%81Global-XT2131-1/dp/B0CFYT3GLY/ref=sr_1_31?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-31,US$169.99,4.3 顆星，最高 5 顆星,,0,169.99,US,4.3,5.0
Motorola,MOTOROLA Moto ONE 5G UW ACE 64GB 火山灰-(Verizon),https://www.amazon.com/-/zh_TW/MOTOROLA-Moto-64GB-%E7%81%AB%E5%B1%B1%E7%81%B0-Verizon/dp/B09MMLPD1L/ref=sr_1_32?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-32,,4.2 顆星，最高 5 顆星,過去一個月有50個以上顧客購買,50,,,4.2,5.0
Motorola,Motorola Edge | 無鎖 | Motorola 製造美國版 | 6/256GB | 64MP 相機,https://www.amazon.com/-/zh_TW/Motorola-Edge-%E8%A3%BD%E9%80%A0%E7%BE%8E%E5%9C%8B%E7%89%88-256GB-64MP/dp/B08NWD7K8H/ref=sr_1_33?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-33,US$399.99,4.4 顆星，最高 5 顆星,,0,399.99,US,4.4,5.0
Motorola,Motorola Moto G51 雙 SIM 卡 128GB ROM 4GB RAM (僅限 GSM | 無 CDMA) 原廠解鎖 - 靛藍色,https://www.amazon.com/-/zh_TW/Motorola-Moto-128GB-CDMA-%E5%8E%9F%E5%BB%A0%E8%A7%A3%E9%8E%96/dp/B09MDBYWF7/ref=sr_1_34?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-34,,4.2 顆星，最高 5 顆星,,0,,,4.2,5.0
Motorola,Moto E | 解鎖 | 摩托羅拉為美國製造 | 2/32GB | 13MP 相機 | 2020 | 藍色,https://www.amazon.com/-/zh_TW/Moto-%E6%91%A9%E6%89%98%E7%BE%85%E6%8B%89%E7%82%BA%E7%BE%8E%E5%9C%8B%E8%A3%BD%E9%80%A0-32GB-13MP-2020/dp/B086H3HH5V/ref=sr_1_35?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-35,US$159.99,4.3 顆星，最高 5 顆星,,0,159.99,US,4.3,5.0
Motorola,AT&T Moto E5 Play 附 16GB 記憶體預付手機 - 黑色 - 電信業者鎖定 AT&T,https://www.amazon.com/-/zh_TW/AT-Moto-Play-16GB-%E8%A8%98%E6%86%B6%E9%AB%94%E9%A0%90%E4%BB%98%E6%89%8B%E6%A9%9F/dp/B07MY7XPNZ/ref=sr_1_36?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-36,US$79.00,4.2 顆星，最高 5 顆星,,0,79.0,US,4.2,5.0
Motorola,Motorola Moto G32 Dual Sim 128GB ROM + 4GB RAM (僅限 GSM | 無 CDMA) 原廠解鎖 4G/LTE 智慧型手機(礦物灰色) - 國際版,https://www.amazon.com/-/zh_TW/Motorola-Moto-Dual-128GB-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F/dp/B0BD1ZWHK6/ref=sr_1_37?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-37,US$149.50,3.9 顆星，最高 5 顆星,,0,149.5,US,3.9,5.0
Motorola,Motorola Moto G13 雙 SIM 卡 128GB ROM + 4GB RAM 原廠解鎖 4G 智慧型手機(霧面炭灰色) - 國際版,https://www.amazon.com/-/zh_TW/Motorola-Moto-128GB-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F-%E9%9C%A7%E9%9D%A2%E7%82%AD%E7%81%B0%E8%89%B2/dp/B0BSLJRRJM/ref=sr_1_38?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-38,US$129.50,4.2 顆星，最高 5 顆星,,0,129.5,US,4.2,5.0
Motorola,"Motorola Moto G84 5G (GSM 解鎖,國際版) 256GB + 12GB RAM 雙卡 Android 13 智慧型手機(棉花糖藍)",https://www.amazon.com/-/zh_TW/Motorola-Moto-256GB-Android-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F/dp/B0CF2MZTNR/ref=sr_1_39?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-39,,4.5 顆星，最高 5 顆星,過去一個月有50個以上顧客購買,50,,,4.5,5.0
Motorola,Moto G Plus (5th Generation) - Lunar Gray - 32 GB - Unlocked - Prime Exclusive - with Lockscreen Offers & Ads,https://www.amazon.com/-/zh_TW/01119NAAZN/dp/B01NBRN2YI/ref=sr_1_40?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-40,,4.1 顆星，最高 5 顆星,,0,,,4.1,5.0
Motorola,"Motorola Moto G Stylus 2021 2 天電池解鎖,適用於美國 4/128GB 48MP 相機極光黑色",https://www.amazon.com/-/zh_TW/Motorola-Stylus-%E5%A4%A9%E9%9B%BB%E6%B1%A0%E8%A7%A3%E9%8E%96-%E9%81%A9%E7%94%A8%E6%96%BC%E7%BE%8E%E5%9C%8B-%E7%9B%B8%E6%A9%9F%E6%A5%B5%E5%85%89%E9%BB%91%E8%89%B2/dp/B098XCXM5K/ref=sr_1_41?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-41,US$199.99,4.3 顆星，最高 5 顆星,,0,199.99,US,4.3,5.0
Motorola,Moto G 觸控筆 | 2020 | 解鎖 | 摩托羅拉為美國製造 | 4/128GB | 48MP 相機 | 靛藍色,https://www.amazon.com/-/zh_TW/Moto-2020-%E6%91%A9%E6%89%98%E7%BE%85%E6%8B%89%E7%82%BA%E7%BE%8E%E5%9C%8B%E8%A3%BD%E9%80%A0-128GB-48MP/dp/B084CVPLLC/ref=sr_1_42?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-42,US$257.99,4.5 顆星，最高 5 顆星,,0,257.99,US,4.5,5.0
Motorola,"Motorola Moto X (2nd generation) XT1097 GSM Unlocked Cellphone, 16GB, Black Soft Touch 黑色",https://www.amazon.com/-/zh_TW/Motorola-Moto-generation-Unlocked-Cellphone/dp/B00MWI4KKE/ref=sr_1_43?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759718&refinements=p_89%3AMotorola%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-43,,3.8 顆星，最高 5 顆星,,0,,,3.8,5.0
